,0
2016-01,1.6384103912643972
2016-02,1.3521811331358535
2016-03,8.231357374254266
2016-04,7.068923578710496
2016-05,19.505837575729913
2016-06,160.47092726893766
2016-07,235.77343802903772
2016-08,190.19591948356512
2016-09,161.0292700457337
2016-10,69.69409935863402
2016-11,21.493372920147856
2016-12,4.164549083570239
2017-01,1.8377803412926514
2017-02,1.412469830098664
2017-03,5.305659530852276
2017-04,6.849355934740085
2017-05,19.07615340435205
2017-06,159.00674123676924
2017-07,246.81072616931803
2017-08,201.13740158004245
2017-09,162.31770144402566
2017-10,71.60179874400755
2017-11,21.969498895150988
2017-12,4.53141591817404
2018-01,1.8609802180708255
2018-02,1.4233034931826807
2018-03,5.050998407024552
2018-04,6.835306565500424
2018-05,19.043421820066687
2018-06,158.8820283768225
2018-07,247.79756427473214
2018-08,202.11572122603266
2018-09,162.43773368532786
2018-10,71.77689232602543
2018-11,22.017306144026737
2018-12,4.569508544493266
2019-01,1.8685161809546655
2019-02,1.4297399315960475
2019-03,5.0338287504591035
2019-04,6.8395305641471715
2019-05,19.045984715880063
2019-06,158.8764128870834
2019-07,247.89078077324902
2019-08,202.20818031772976
2019-09,162.45387936149675
2019-10,71.79793370373979
2019-11,22.027030036736544
2019-12,4.578368675223339
2020-01,1.874659409000198
2020-02,1.4357853969721752
2020-03,5.0377753131538245
2020-04,6.845379313558088
2020-05,19.051685770672528
2020-06,158.88138677224526
2020-07,247.9045421654232
2020-08,202.2218743661435
2020-09,162.46078811007058
2020-10,71.80527774672002
2020-11,22.03336780148041
2020-12,4.58462963978755
