,0
2016-01,7.2756536427727925
2016-02,8.111904812919935
2016-03,4.3705172523576685
2016-04,11.248679142886083
2016-05,46.79196810665931
2016-06,167.30619656950225
2016-07,316.71586801173487
2016-08,293.34049884602
2016-09,209.24661204595452
2016-10,56.0743181361813
2016-11,0.9934131422944645
2016-12,-2.4333655655436237
2017-01,7.121643133434511
2017-02,8.118769293195514
2017-03,3.8643742681769164
2017-04,10.66099874452616
2017-05,46.81707253179964
2017-06,168.00001282224693
2017-07,318.11535445559826
2017-08,293.3488217333141
2017-09,211.0399567705428
2017-10,56.77639087866857
2017-11,0.9074268574916021
2017-12,-2.5797916264791985
2018-01,7.015419175135126
2018-02,8.015382765960869
2018-03,3.751939576777124
2018-04,10.547125937776764
2018-05,46.71400771141515
2018-06,167.9087424002183
2018-07,318.0365302847026
2018-08,293.24546092871907
2018-09,210.96807927124297
2018-10,56.68526608039748
2018-11,0.8024026757908616
2018-12,-2.68588181414368
2019-01,6.910038051664907
2019-02,7.9100516876534614
2019-03,3.64644891156225
2019-04,10.441609907816398
2019-05,46.608682307209186
2019-06,167.80362501959868
2019-07,317.9316324247162
2019-08,293.1401303040944
2019-09,210.8633039331093
2019-10,56.58015126821536
2019-11,0.6970427133686867
2019-12,-2.7912605782356685
2020-01,6.80467179368575
2020-02,7.804686312345375
2020-03,3.541080721541636
2020-04,10.336241270425331
2020-05,46.50331703197801
2020-06,167.69826341338145
2020-07,317.82627469029205
2020-08,293.0347649367881
2020-09,210.7579483596631
2020-10,56.474789707298946
2020-11,0.5916768286173064
2020-12,-2.896626794601316
