,0
1380,-0.5469384796097927
1381,-0.5367621659836033
1382,4.601963524006223
1383,3.6420031400995754
1384,14.390382607599648
1385,157.9623196401182
1386,244.50706498877634
1387,203.8943331471266
1388,163.59616003047606
1389,67.57130030525322
1390,19.14963588728923
1391,1.7241657282133929
1392,-0.5469384796097927
1393,-0.5367621659836033
1394,4.601963524006223
1395,3.6420031400995754
1396,14.390382607599648
1397,157.9623196401182
1398,244.50706498877634
1399,203.8943331471266
1400,163.59616003047606
1401,67.57130030525322
1402,19.14963588728923
1403,1.7241657282133929
1404,-0.5469384796097927
1405,-0.5367621659836033
1406,4.601963524006223
1407,3.6420031400995754
1408,14.390382607599648
1409,157.9623196401182
1410,244.50706498877634
1411,203.8943331471266
1412,163.59616003047606
1413,67.57130030525322
1414,19.14963588728923
1415,1.7241657282133929
1416,-0.5469384796097927
1417,-0.5367621659836033
1418,4.601963524006223
1419,3.6420031400995754
1420,14.390382607599648
1421,157.9623196401182
1422,244.50706498877634
1423,203.8943331471266
1424,163.59616003047606
1425,67.57130030525322
1426,19.14963588728923
1427,1.7241657282133929
1428,-0.5469384796097927
1429,-0.5367621659836033
1430,4.601963524006223
1431,3.6420031400995754
1432,14.390382607599648
1433,157.9623196401182
1434,244.50706498877634
1435,203.8943331471266
1436,163.59616003047606
1437,67.57130030525322
1438,19.14963588728923
1439,1.7241657282133929
