,0
2016-01,7.277041792953813
2016-02,8.27186558083229
2016-03,15.817960246572373
2016-04,51.39136476707929
2016-05,100.62545722294848
2016-06,155.18347741080663
2016-07,221.63981287576956
2016-08,174.26529180322692
2016-09,145.13052593338185
2016-10,139.78132930058607
2016-11,68.98780455227394
2016-12,15.220624242974736
2017-01,8.075081319936785
2017-02,9.306341448805952
2017-03,14.88131557979996
2017-04,48.02557934052147
2017-05,97.78440707023695
2017-06,147.74582550440638
2017-07,234.69366833085974
2017-08,178.80160486266968
2017-09,142.91728332947255
2017-10,143.84617594367418
2017-11,60.88795468895084
2017-12,16.5801104109811
2018-01,8.24848401061947
2018-02,9.507724270905282
2018-03,14.849433873404417
2018-04,47.7062304985598
2018-05,97.52715596612579
2018-06,146.94460759468782
2018-07,236.31743748741567
2018-08,179.41739887217977
2018-09,142.73432764731834
2018-10,144.4061761093409
2018-11,60.0083715593135
2018-12,16.81995530227241
2019-01,8.347966504880045
2019-02,9.610517964073829
2019-03,14.924622790865556
2019-04,47.74740024537481
2019-05,97.57567442616507
2019-06,146.92875243668084
2019-07,236.588557912408
2019-08,179.5692344319061
2019-09,142.79163830766527
2019-10,144.55140896545393
2019-11,59.98324257672171
2019-12,16.927300638162368
2020-01,8.43870120342711
2020-02,9.701644513468372
2020-03,15.012482561351305
2020-04,47.83123415054148
2020-05,97.6603779859749
2020-06,147.00583795315117
2020-07,236.69960442866397
2020-08,179.66616464864495
2020-09,142.8773823459355
2020-10,144.64755781113095
2020-11,60.05923061879565
2020-12,17.018965833862183
