,0
2016-01,6.165038951717311
2016-02,6.837557708683049
2016-03,6.606365800597029
2016-04,6.456779653440951
2016-05,9.856513587066242
2016-06,80.26879480281289
2016-07,200.74479538258782
2016-08,122.1907875410642
2016-09,80.74365082927608
2016-10,19.57829321346183
2016-11,11.255696996144717
2016-12,6.349756364030318
2017-01,6.569878404177704
2017-02,7.050980397335863
2017-03,6.73420400460161
2017-04,6.620422601088698
2017-05,10.099018012466681
2017-06,79.81672319911631
2017-07,200.39972687987688
2017-08,124.15403901714004
2017-09,80.84832522644656
2017-10,19.941994375637236
2017-11,11.530073453199948
2017-12,6.546835150556652
2018-01,6.667188595002176
2018-02,7.145078199828767
2018-03,6.826865513875577
2018-04,6.713684991593787
2018-05,10.193603869557998
2018-06,79.89965256444131
2018-07,200.48445198924338
2018-08,124.27750274071084
2018-09,80.94059799681749
2018-10,20.038614176753583
2018-11,11.625194192088196
2018-12,6.640658666934576
2019-01,6.759337778023321
2019-02,7.2371734720085215
2019-03,6.918936681940911
2019-04,6.8057662437490265
2019-05,10.285707332352128
2019-06,79.99156040602969
2019-07,200.57638996731038
2019-08,124.37009083671828
2019-09,81.03266264100117
2019-10,20.13075177353853
2019-11,11.717306631358655
2019-12,6.73274933599864
2020-01,6.851400348143324
2020-02,7.329235137387716
2020-03,7.010997942800802
2020-04,6.89782767384181
2020-05,10.37776913518759
2020-06,80.08361892591716
2020-07,200.6684489929533
2020-08,124.46216077274984
2020-09,81.12472379237619
2020-10,20.22281414921637
2020-11,11.809368584838849
2020-12,6.824810924127568
