,0
1379,14.921600576910095
1380,13.143817986963228
1381,14.701403858145191
1382,5.429885533942652
1383,5.5384044415705205
1384,121.16521331877195
1385,342.79390063957584
1386,293.45235491002165
1387,144.4134523954943
1388,31.877845762943338
1389,9.329898341578016
1390,6.905666880557838
1391,14.921600576910095
1392,13.143817986963228
1393,14.701403858145191
1394,5.429885533942652
1395,5.5384044415705205
1396,121.16521331877195
1397,342.79390063957584
1398,293.45235491002165
1399,144.4134523954943
1400,31.877845762943338
1401,9.329898341578016
1402,6.905666880557838
1403,14.921600576910095
1404,13.143817986963228
1405,14.701403858145191
1406,5.429885533942652
1407,5.5384044415705205
1408,121.16521331877195
1409,342.79390063957584
1410,293.45235491002165
1411,144.4134523954943
1412,31.877845762943338
1413,9.329898341578016
1414,6.905666880557838
1415,14.921600576910095
1416,13.143817986963228
1417,14.701403858145191
1418,5.429885533942652
1419,5.5384044415705205
1420,121.16521331877195
1421,342.79390063957584
1422,293.45235491002165
1423,144.4134523954943
1424,31.877845762943338
1425,9.329898341578016
1426,6.905666880557838
1427,14.921600576910095
1428,13.143817986963228
1429,14.701403858145191
1430,5.429885533942652
1431,5.5384044415705205
1432,121.16521331877195
1433,342.79390063957584
1434,293.45235491002165
1435,144.4134523954943
1436,31.877845762943338
1437,9.329898341578016
1438,6.905666880557838
