,0
1380,-6.724524642230193
1381,6.6140784892416775
1382,34.967915782315316
1383,107.56875247048531
1384,249.8192760074654
1385,483.3508651634926
1386,611.3825996673736
1387,485.0424192882725
1388,372.81317034786696
1389,116.11158864803227
1390,-3.2170323333537567
1391,-13.212575294698382
1392,-6.724524642230193
1393,6.6140784892416775
1394,34.967915782315316
1395,107.56875247048531
1396,249.8192760074654
1397,483.3508651634926
1398,611.3825996673736
1399,485.0424192882725
1400,372.81317034786696
1401,116.11158864803227
1402,-3.2170323333537567
1403,-13.212575294698382
1404,-6.724524642230193
1405,6.6140784892416775
1406,34.967915782315316
1407,107.56875247048531
1408,249.8192760074654
1409,483.3508651634926
1410,611.3825996673736
1411,485.0424192882725
1412,372.81317034786696
1413,116.11158864803227
1414,-3.2170323333537567
1415,-13.212575294698382
1416,-6.724524642230193
1417,6.6140784892416775
1418,34.967915782315316
1419,107.56875247048531
1420,249.8192760074654
1421,483.3508651634926
1422,611.3825996673736
1423,485.0424192882725
1424,372.81317034786696
1425,116.11158864803227
1426,-3.2170323333537567
1427,-13.212575294698382
1428,-6.724524642230193
1429,6.6140784892416775
1430,34.967915782315316
1431,107.56875247048531
1432,249.8192760074654
1433,483.3508651634926
1434,611.3825996673736
1435,485.0424192882725
1436,372.81317034786696
1437,116.11158864803227
1438,-3.2170323333537567
1439,-13.212575294698382
