,0
2016-01,25.31451827033083
2016-02,17.25506218306259
2016-03,22.41324311565557
2016-04,34.390909180254056
2016-05,68.96222467401921
2016-06,264.44622298324146
2016-07,881.8446701452697
2016-08,1038.0822194702816
2016-09,634.6448476416485
2016-10,294.48121449754666
2016-11,185.3645995665863
2016-12,68.64492597941306
2017-01,29.94610396011698
2017-02,20.354485447463773
2017-03,20.951065828239848
2017-04,28.057160760090746
2017-05,55.03409026332035
2017-06,182.559800911092
2017-07,873.5488068254006
2017-08,1119.1033523474823
2017-09,700.2189946250752
2017-10,309.74497975792167
2017-11,196.29864628153473
2017-12,78.38915420838812
2018-01,31.016918348972894
2018-02,21.157985696730123
2018-03,20.95871029455694
2018-04,27.21486932912687
2018-05,52.86681740536389
2018-06,168.5359449042335
2018-07,872.364188074891
2018-08,1133.501739415135
2018-09,711.9223686346909
2018-10,312.6707749809145
2018-11,198.4690418364115
2018-12,80.35196387055787
2019-01,31.466490171888708
2019-02,21.560919612306215
2019-03,21.222792414571604
2019-04,27.33066437505352
2019-05,52.75144487776146
2019-06,166.3519716392618
2019-07,872.4202577735789
2019-08,1136.276553369318
2019-09,714.2269875985415
2019-10,313.4439825994985
2019-11,199.11045597867533
2019-12,80.95716080544177
2020-01,31.807674712073084
2020-02,21.89396730494348
2020-03,21.53161483732494
2020-04,27.61361536866504
2020-05,52.99406440259714
2020-06,166.23368541604972
2020-07,872.6927885731272
2020-08,1137.0234195065439
2020-09,714.8918195028442
2020-10,313.84163140406264
2020-11,199.4851109680001
2020-12,81.32549703151481
