ds,yhat
1901-01-01,-0.5025907676165673
1901-02-01,-1.349196167304541
1901-03-01,-3.6727460272655037
1901-04-01,-4.111840778491853
1901-05-01,1.639382205903047
1901-06-01,120.15393367956167
1901-07-01,349.1408865769192
1901-08-01,252.87796503638103
1901-09-01,141.27879277637544
1901-10-01,16.915414274059053
1901-11-01,4.17425697028095
1901-12-01,-1.494373758254568
1902-01-01,-1.4155163493738598
1902-02-01,-2.1046016692466196
1902-03-01,-1.440563427180848
1902-04-01,-1.1719393852325197
1902-05-01,2.6496552548599652
1902-06-01,115.3005317534386
1902-07-01,341.47918363629776
1902-08-01,257.8365169459397
1902-09-01,148.94244732133316
1902-10-01,17.05312793611494
1902-11-01,2.5360829974973598
1902-12-01,-3.081335963203145
1903-01-01,-2.291408298553577
1903-02-01,-2.791681170984873
1903-03-01,0.8364601227252422
1903-04-01,1.7293000847384263
1903-05-01,3.5383192687421854
1903-06-01,110.35256627380332
1903-07-01,333.91806101738484
1903-08-01,263.0135661396988
1903-09-01,156.57435056988425
1903-10-01,17.065840917005474
1903-11-01,0.83230266532793
1903-12-01,-4.661703096832781
1904-01-01,-3.128055854432091
1904-02-01,-3.409427359718734
1904-03-01,-5.22339286413397
1904-04-01,-6.452831700824504
1904-05-01,1.1415745451591874
1904-06-01,125.54022101195378
1904-07-01,357.5280288536608
1904-08-01,248.77527171038466
1904-09-01,134.22525258190194
1904-10-01,17.286522742874197
1904-11-01,6.37728027481424
1904-12-01,0.7290809100827573
1905-01-01,0.13054955227725884
1905-02-01,-0.7160558869761644
1905-03-01,-3.0396057826341547
1905-04-01,-3.4787005734760186
1905-05-01,2.2725223726437918
1905-06-01,120.78707380677457
1905-07-01,349.77402666585164
1905-08-01,253.5111050857246
1905-09-01,141.9119327861689
1905-10-01,17.548554245546207
1905-11-01,4.807396902218528
1905-12-01,-0.8612338646317141
1906-01-01,-0.7823764952687924
1906-02-01,-1.4714618547171767
1906-03-01,-0.8074236483918185
1906-04-01,-0.538799646042861
1906-05-01,3.2827949558133582
1906-06-01,115.93367141477441
1906-07-01,342.11232325944536
1906-08-01,258.46965652950604
1906-09-01,149.5755868654109
1906-10-01,17.686267441819645
1906-11-01,3.169222463631513
1906-12-01,-2.4481965353386954
1907-01-01,-1.6582689102647237
1907-02-01,-2.1585418222143886
1907-03-01,1.4695994356820847
1907-04-01,2.3624393582123133
1907-05-01,4.171458503892879
1907-06-01,110.98570546941346
1907-07-01,334.5512001746588
1907-08-01,263.64670525744714
1907-09-01,157.2074896480496
1907-10-01,17.698979956940477
1907-11-01,1.4654416657022153
1907-12-01,-4.0285641347677625
1908-01-01,-2.4949169319135365
1908-02-01,-2.7762884768012555
1908-03-01,-4.590254018282252
1908-04-01,-5.819692894446973
1908-05-01,1.7747133132357362
1908-06-01,126.17335883339649
1908-07-01,358.16116575909405
1908-08-01,249.40840766915528
1908-09-01,134.8583875940744
1908-10-01,17.919656877252827
1908-11-01,7.010413502163573
1908-12-01,1.3622132595893106
1909-01-01,0.7636809947562284
1909-02-01,-0.08292535156736847
1909-03-01,-2.4064760665081337
1909-04-01,-2.8455717643599314
1909-05-01,2.9056503039181365
1909-06-01,121.42020083102989
1909-07-01,350.40715281228563
1909-08-01,254.14423032513602
1909-09-01,142.54505711850555
1909-10-01,18.181677700079575
1909-11-01,5.4405194497389715
1909-12-01,-0.228112194896255
1910-01-01,-0.1492557326214694
1910-02-01,-0.8383419990785512
1910-03-01,-0.17430461201234948
1910-04-01,0.0943184832564441
1910-05-01,3.9159122072985184
1910-06-01,116.5667877592474
1910-07-01,342.7454387260637
1910-08-01,259.10277108910606
1910-09-01,150.2087005179293
1910-10-01,18.319380216566756
1910-11-01,3.8023343313239906
1910-12-01,-1.8150855454363324
1911-01-01,-1.0251588274230272
1911-02-01,-1.5254326464294792
1911-03-01,2.102707792197478
1911-04-01,2.9955468076726106
1911-05-01,4.804565075562778
1911-06-01,111.61881113403157
1911-07-01,335.1843049615221
1911-08-01,264.2798091372294
1911-09-01,157.8405926207828
1911-10-01,18.33208205187598
1911-11-01,2.098542853603206
1911-12-01,-3.3954638247073063
1912-01-01,-1.8618175288608114
1912-02-01,-2.1431900336955323
1912-03-01,-3.957156473196349
1912-04-01,-5.186596309294487
1912-05-01,2.4078089694153846
1912-06-01,126.80645443669817
1912-07-01,358.7942613111896
1912-08-01,250.04150316832465
1912-09-01,135.49148304039917
1912-10-01,18.552752272371094
1912-11-01,7.643508844363822
1912-12-01,1.9953085506064951
1913-01-01,1.3967762328882287
1913-02-01,0.5501698336798881
1913-03-01,-1.7733809289871516
1913-04-01,-2.212476679801057
1913-05-01,3.5387453373550386
1913-06-01,122.05329581150187
1913-07-01,351.0402477416413
1913-08-01,254.7773252015608
1913-09-01,143.1781519420835
1913-10-01,18.81477247246024
1913-11-01,6.073614169190407
1913-12-01,0.40498247338014437
1914-01-01,0.4838388827973148
1914-02-01,-0.20524743658779698
1914-03-01,0.45878990267000574
1914-04-01,0.7274129451041489
1914-05-01,4.549006617960885
1914-06-01,117.19988211700515
1914-07-01,343.37853303263444
1914-08-01,259.7358653427905
1914-09-01,150.84179471871644
1914-10-01,18.95247436616871
1914-11-01,4.435428428045313
1914-12-01,-1.181991499888781
1915-01-01,-0.3920648347833833
1915-02-01,-0.8923387066795527
1915-03-01,2.7358016841902355
1915-04-01,3.6286406467560397
1915-05-01,5.437658863454615
1915-06-01,112.25190486901917
1915-07-01,335.8173986453267
1915-08-01,264.9129027681447
1915-09-01,158.47368619883162
1915-10-01,18.965174740702054
